subject,type,course,category,year,university,student_1,professor_1,professor_2,professor_3,moshaver_1,moshaver_2,moshaver_3
استخراج و غربالگری مجازی پپتید زیست فعال از سویا با هدف تولید پپتیدهای ضد سرطان,پارسای داخل کشور,کارشناسی ارشد,N/A,1399,دانشگاه اصفهان، دانشکده علوم و فناوری‌های نوین,فاطمه کریمی چشمه,محمدرضا گنجعلی‌خانی,N/A,N/A,فرزانه محمدی فارسانی,N/A,N/A
بررسی نقش پروفایل ژنی در جهش‌های دوگانه و سه گانه در لنفوم سلول B بزرگ منتشر,پارسای داخل کشور,کارشناسی ارشد,N/A,1399,دانشگاه علوم پزشکی آزاد اسلامی تهران، دانشکده علوم و فناوری‌های نوین,عباس پورعلی,سپیده خالقی,محسن نواری,N/A,N/A,N/A,N/A
شناسایی ژن های دخیل در مسیر متابولیکی فورانوکومارین ها و بررسی محتوای آن ها در گیاه Ammi majus L,پیشنهاده,کارشناسی ارشد,N/A,1399,دانشگاه تربیت مدرس، دانشکده کشاورزی,الهام بهرامی راد,سجاد رشیدی منفرد,N/A,N/A,N/A,N/A,N/A
ردیابی واریانت های آللی در حایگاه ژنی Mblk-1 و ارتباط با صفت رفتار بهداشتی در زنبور عسل,پیشنهاده,کارشناسی ارشد,N/A,1399,دانشگاه علوم کشاورزی و منابع طبیعی ساری، دانشکده علوم دامی و شیلات,علی فیروزمهر,عیسی دیرنده,ایوب فرهادی,N/A,قدرت رحیمی,N/A,N/A
شناسایی ژن های کلیدی و اهداف بالقوه دارویی برای بیماری های کبد مرتبط با ویروس هپاتیت B با استفاده از تجزیه و تحلیل شبکه و زیست سامانه ای,پیشنهاده,کارشناسی ارشد,N/A,1399,موسسه آموزش عالی نور دانش، گروه زیست‌شناسی,علی رضا قولی زاده,نجف الهیاری‌فرد,فاطمه حیدریان نایینی,N/A,فاطمه حیدریان نایینی,N/A,N/A
مطالعه ی کربنیک انهیدرازهای بتا و زتا در میکروارگانیسم های یوکاریوتی و پروکاریوتی محیطی از نظر روابط تکاملی و جایگاه سلولی,پیشنهاده,کارشناسی ارشد,N/A,1399,پژوهشگاه ملی مهندسی ژنتیک و زیست فناوری، پژوهشکده زیست‌فناوری صنعت و محیط زیست,فرزانه شلیله,رضا ذوالفقاری امامه,حسین شهبانی ظهیری,N/A,N/A,N/A,N/A
مطالعه‌ی بیوانفورماتیک علل تکوینی-تکاملی بروز بیماری لوسمی لنفوبلاستیک حاد کودکان(ALL) با استفاده از داده های RNA-seq,پارسای داخل کشور,کارشناسی ارشد,N/A,1399,دانشگاه شهید بهشتی، دانشکده علوم و فناوری زیستی,ساحل رشیدفرخی فتح آبادی,حسن رجبی مهام,لیلا کیانمهر,N/A,N/A,N/A,N/A
بررسی بیوانفورماتیک RNA-seq دو زیرگونه‌ی Mus musculus musculus و Mus musculus domesticus,پارسای داخل کشور,کارشناسی ارشد,N/A,1399,دانشگاه شهید بهشتی، دانشکده علوم و فناوری زیستی,سیده یاسمن قرشی,حسن رجبی مهام,لیلا کیانمهر,N/A,N/A,N/A,N/A
بهینه‌سازی ساختار نانوبادی CD20 مهندسی‌شده به‌عنوان تومور مارکر لوکمیا لنفوبلاستیک حاد (ALL) با استفاده از روش‌های مولکولی و بیوانفورماتیک,پیشنهاده,کارشناسی ارشد,N/A,1399,دانشگاه یزد، پردیس علوم - گروه زیست‌شناسی,تینا رهنما,مهری خاتمی,N/A,N/A,محمدمهدی حیدری,ریحانه چمنی,N/A
استفاده از بازی های جدی برای جستجوی موتیف در MicroRNA,پارسای داخل کشور,کارشناسی ارشد,N/A,1399,دانشگاه زابل، دانشکده علوم,فاطمه فرهادی,محمد اله‌بخش,علی مقصودی,N/A,سعید اربابی,N/A,N/A
تخمین هاپلوتایپ با استفاده از تکمیل ماتریس,پارسای داخل کشور,دکتری تخصصی (PhD),N/A,1399,دانشگاه علم و صنعت ایران، پردیس دانشگاهی - دانشکده مهندسی برق,سینا مجیدیان,محمدحسین کهائی,N/A,N/A,N/A,N/A,N/A
بررسی المان‌های مبتنی بر توالی در پروتئین‌های کوچک و بزرگ,پارسای داخل کشور,کارشناسی ارشد,N/A,1399,دانشگاه زنجان، دانشکده علوم,طاهره حدائقی آزاد,عمران حشمتی,N/A,N/A,خسرو خلیفه,N/A,N/A
غربالگـری و شناسایی متابولیت‌های گیاهی مهارکننده SGLT2 با هدف بهینه سازی درمان دیابت نوع 2,پارسای داخل کشور,کارشناسی ارشد,N/A,1399,موسسه آموزش عالی نور دانش، گروه زیست‌شناسی,محمدامین طالبیان,فرزانه محمدی فارسانی,فاطمه حیدریان نائینی,N/A,مهران میراولیائی,عزیزه اسدزاده,N/A
"بررسی اثر لاکتوفرین بر بیان ژن‌های اتوفاژی ATG101, mTOR, AMPK در رده سلول سرطان پستان MCF7 و مطالعه بیوانفورماتیک مسیر‌های بیوشیمیایی و شبکه‌های ارتباطی بین این پروتئین‌ها و لاکتوفرین",پیشنهاده,کارشناسی ارشد,N/A,1399,دانشگاه علوم کشاورزی و منابع طبیعی ساری، دانشکده علوم دامی و شیلات,عاطفه مشهدی خلردی,فاطمه مرادیان,N/A,N/A,حوا مهرعلی تبار,N/A,N/A
عیارسنجی اپی‌توپ‌های ناحیه‌ی والین-510 تا گلایسین-643 اسید آلفاگلوکوزیداز لیزوزومی نوترکیب انسانی,پیشنهاده,کارشناسی ارشد,N/A,1399,پژوهشگاه ملی مهندسی ژنتیک و زیست فناوری، پژوهشکده زیست‌فناوری صنعت و محیط زیست,مریم محمدی,زرین مینوچهر,بیژن بمبئی,N/A,نجف الهیاری فرد,N/A,N/A
بررسی in silico تاثیر لیکوپن (Lycopene) بر روی بیان برخی ژن‌های خانواده‌ی HSP و پروتئین‌های مهارگر دخیل در سرطان پروستات,پارسای داخل کشور,کارشناسی ارشد,زیست شناسی سلولی,1399,دانشگاه تبریز، دانشکده علوم طبیعی,غلامرضا داداشی اورنج,جعفر رازقی,N/A,N/A,علیرضا پناهی,N/A,N/A
بررسی بیوانفورماتیکی، تایید آزمایشگاهی و آنالیز عملکردی incRNAها در ناباروری مردان,پارسای داخل کشور,دکتری تخصصی (PhD),زیست شناسی سلولی,1399,دانشگاه تربیت مدرس، دانشکده علوم پایه,نفیسه صانعی عطاآبادی,محمدحسین نصراصفهانی,سیدجواد مولی,N/A,علی شریفی زارچی,N/A,N/A
ام-برآوردگرهای حاصل از روش گشتاوری تعمیم یافته برای گسسته سازی قوانین پایدار,پارسای داخل کشور,کارشناسی ارشد,N/A,1399,دانشگاه صنعتی قوچان، دانشکده فنی و مهندسی,نازنین رنجبرچوینلی,داود فربد,N/A,N/A,علی گنج بخش صنعتی,N/A,N/A
ام-برآوردگرهای حاصل از روش گشتاوری تعمیم یافته برای گسسته سازی قوانین پایدار,پیشنهاده,کارشناسی ارشد,N/A,1399,دانشگاه صنعتی قوچان، دانشکده فنی و مهندسی,نازنین رنجبرچوینلی,داود فربد,N/A,N/A,علی گنج بخش صنعتی,N/A,N/A
استفاده از روش‌های بازنمایی برداری پیوسته در توالی‌یابی ژنوم,پارسای داخل کشور,کارشناسی ارشد,N/A,1399,دانشگاه علم و صنعت ایران، دانشکده مهندسی کامپیوتر,میلاد غفوری,عادل ترکمان رحمانی,N/A,N/A,N/A,N/A,N/A
هم‌ترازی کارآمد رشته‌های ژنومی بلند با استفاده از روش کاهش و شمول تدریجی,پیشنهاده,کارشناسی ارشد,N/A,1399,دانشگاه فردوسی مشهد، دانشکده مهندسی,محمد احمدی,بهشید بهکمال,محمود نقیب‌زاده,N/A,N/A,N/A,N/A
شناسایی و مطالعه ژن‌هایی با رفتار هتروژنی در سرطان کولورکتال و طبقه بندی نمونه‌های سرطان بر اساس ژن‌های شناسایی شده,پیشنهاده,کارشناسی ارشد,N/A,1399,موسسه آموزش عالی نور دانش، گروه زیست‌شناسی,ابراهیم صالحی تبار,مریم پیمانی,دینا سادات ظهرابی,N/A,N/A,N/A,N/A
توسعه ابزاری جهت استخراج توصیف‌گرهای پروتئینی از ماتریس‌های امتیازدهی جایگاه ویژه (PSSM),پارسای داخل کشور,کارشناسی ارشد,N/A,1399,دانشگاه تربیت مدرس، دانشکده علوم زیستی,علیرضا محمدی,جواد ظهیری,N/A,N/A,سیدشهریار عرب,N/A,N/A
شناسایی مولکولی خرگوش دریایی (Aplysiidaea: Aplysia) خلیج‌فارس و بررسی اثرات سیتوتوکسیک سم تخلیص شده از مرکب آن بر رده‌ی سلول سرطانی MCF-7 و گلبول‌های قرمز انسانی,پارسای داخل کشور,دکتری تخصصی (PhD),N/A,1399,دانشگاه علوم و فنون دریایی خرمشهر، دانشکده علوم دریایی و اقیانوسی,پروا دهقانی,حسین ذولقرنین,ایرج نبی‌پور,N/A,سهیلا مطرودی,محسن محمدی,N/A
ارائه الگوریتم زمان بندی برای مسائل مقایسه همه با همه در سیستم های توزیع شده,پارسای داخل کشور,کارشناسی ارشد,N/A,1399,دانشگاه تحصیلات تکمیلی صنعتی و فناوری پیشرفته کرمان، دانشکده برق و کامپیوتر,ساناز علیزاده,محمدمهدی فقیه,N/A,N/A,N/A,N/A,N/A
توزیع رایلی تعمیم یافته گسسته و کاربردهای آن,پارسای داخل کشور,کارشناسی ارشد,N/A,1399,دانشگاه صنعتی قوچان,یاسر شکوهمند,داود فربد,N/A,N/A,علی گنج بخش صنعتی,N/A,N/A
پایگاه داده ثانویه از اطلاعات ساختاری قطعات پروتئینی در چهار سطح ساختاری پروتئین,پیشنهاده,کارشناسی ارشد,N/A,1399,دانشگاه تربیت مدرس، دانشکده علوم زیستی,فاطمه فضلعلی,سید شهریار عرب,N/A,N/A,N/A,N/A,N/A
توزیع رایلی تعمیم یافته گسسته و کاربردهای آن,پیشنهاده,کارشناسی ارشد,N/A,1399,دانشگاه صنعتی قوچان، دانشکده فنی و مهندسی,یاسر شکوهمند,داود فربد,N/A,N/A,علی گنج بخش صنعتی,N/A,N/A
بررسی ترانسکریپتوم گیاه ‌دارویی خارمریم تحت تنش آبی,پارسای داخل کشور,دکتری تخصصی (PhD),N/A,1399,دانشگاه فردوسی مشهد، دانشکده علوم,راحله قنبری محب سراج,مهدی بهنامیان,اسدالله احمدی خواه,N/A,سارا دژستان,وحید شریعتی,N/A
بررسی مولکولی و بیوانفورماتیکی جهش های ژنی عامل سندرم لی با استفاده از PCR و روش NGS,پارسای داخل کشور,کارشناسی ارشد,N/A,1399,دانشگاه علوم پزشکی آزاد اسلامی تهران، دانشکده علوم و فناوری‌های نوین,شکوه کمال زاده,حسین فهیمی,شاداب صالح پور,N/A,سید محمد میریونسی کرهرودی,فرشید پروینی,N/A
